406,406,12
407,407,12
408,408,12
409,409,12
410,410,12
411,411,12
412,412,12
413,413,12
414,414,12
415,415,12
416,416,12
417,417,12
418,418,12
419,419,12
420,420,12
421,421,12
422,422,12
423,423,12
424,424,12
425,425,12
426,426,12
427,427,12
428,428,12
429,429,12
430,430,12
431,431,12
432,432,12
433,433,12
434,434,12
435,435,12
436,436,12
437,437,12
438,438,12
439,439,12
440,440,12
441,441,12
442,442,12
443,443,12
444,444,12
445,445,12
446,446,12
447,447,12
448,448,12
449,449,12
450,450,12
451,451,12
452,452,12
453,453,12
454,454,12
455,455,12
456,456,12
457,457,12
458,458,12
459,459,12
460,460,12
461,461,12
462,462,12
463,463,12
464,464,12
465,465,12
466,466,12
467,467,12
468,468,12
469,469,12
470,470,12
471,471,12
472,472,12
473,473,12
474,474,12
475,475,12
476,476,12
477,477,12
478,478,12
479,479,12
480,480,12
481,481,12
482,482,12
483,483,12
484,484,12
485,485,12
486,486,12
487,487,12
488,488,12
489,489,12
490,490,12
491,491,12
492,492,12
493,493,12
494,494,12
495,495,12
496,496,12
497,497,12
498,498,12
499,499,12
500,500,12
501,501,12
502,502,12
503,503,12
504,504,12
505,505,13
506,506,13
507,507,13
508,508,13
509,509,13
510,510,13
511,511,13
512,512,13
513,513,13
514,514,13
515,515,13
516,516,13
517,517,13
518,518,13
519,519,13
520,520,13
521,521,13
522,522,13
523,523,13
524,524,13
525,525,13
526,526,13
527,527,13
528,528,13
529,529,13
530,530,13
531,531,13
532,532,13
533,533,13
534,534,13
535,535,13
536,536,13
537,537,13
538,538,13
539,539,13
540,540,13
541,541,13
542,542,13
543,543,13
544,544,13
545,545,13
546,546,13
547,547,13
548,548,13
549,549,13
550,550,13
551,551,13
552,552,13
553,553,13
554,554,13
555,555,13
556,556,13
557,557,13
558,558,13
559,559,13
560,560,13
561,561,13
562,562,13
563,563,13
564,564,13
565,565,13
566,566,13
567,567,13
568,568,13
569,569,13
570,570,13
571,571,13
572,572,13
573,573,13
574,574,13
575,575,13
576,576,13
577,577,13
578,578,13
579,579,13
580,580,13
581,581,13
582,582,13
583,583,13
584,584,13
585,585,13
586,586,13
587,587,13
588,588,13
589,589,13
590,590,13
591,591,13
592,592,13
593,593,13
594,594,13
595,595,13
596,596,13
597,597,13
598,598,13
599,599,13
600,600,13
601,601,13
602,602,13
603,603,13
604,604,13
605,605,13
606,606,13
607,607,13
608,608,13
609,609,13
610,610,13
611,611,13
612,612,13
613,613,13
614,614,13
615,615,13
616,616,13
617,617,13
618,618,13
619,619,13
620,620,13
621,621,13
622,622,13
623,623,13
624,624,13
625,625,13
626,626,13
627,627,13
628,628,13
629,629,13
630,630,13
631,631,13
632,632,13
633,633,13
634,634,13
635,635,13
636,636,13
637,637,13
638,638,13
639,639,13
640,640,13
641,641,13
642,642,13
643,643,14
644,644,14
645,645,15
646,646,16
647,647,14
648,648,15
649,649,16
650,650,15
651,651,11
652,652,15
653,653,15
654,654,15
655,655,17
656,656,11
657,657,15
658,658,15
659,659,15
660,660,15
661,661,17
662,662,17
663,663,18
664,664,17
665,665,19
